You are now connected to database "mitchs_rare_treasures" as user "a".
 treasure_id |                 treasure_name                 |   colour   | age  | cost_at_auction | shop_id 
        1690 | Phased Fantastic Cotton Hat                   | olive      |  361 |          673.38 |     222
        1691 | Multi-channelled Rustic Plastic Chicken       | orchid     |  792 |          433.22 |      19
        1692 | Exclusive Awesome Steel Ball                  | ivory      |   64 |          901.45 |     331
        1693 | Ergonomic Handmade Granite Table              | sky blue   |  944 |          562.53 |     410
        1694 | Operative Handcrafted Wooden Sausages         | ivory      |  335 |            50.5 |     152
        1695 | Function-based Handcrafted Steel Soap         | indigo     |  827 |           75.56 |     560
        1696 | Ameliorated Intelligent Soft Chair            | cyan       |  159 |          635.62 |     713
        1697 | Balanced Handcrafted Granite Keyboard         | lavender   |  457 |          509.39 |     653
        1698 | Profit-focused Refined Steel Sausages         | yellow     |  375 |          223.29 |     559
        1699 | Public-key Handcrafted Cotton Shirt           | grey       |  879 |          489.79 |      95
        1700 | Up-sized Intelligent Soft Cheese              | tan        |  371 |          479.87 |     483
        1701 | Ergonomic Ergonomic Wooden Bacon              | azure      |  170 |          280.13 |     502
        1702 | Reverse-engineered Sleek Soft Shoes           | silver     |  156 |          927.91 |     237
        1703 | Profit-focused Intelligent Concrete Towels    | blue       |  144 |          252.23 |     157
        1704 | Profit-focused Awesome Metal Tuna             | sky blue   |  339 |          607.46 |     480
        1705 | Function-based Tasty Frozen Sausages          | orchid     |  368 |           723.7 |     769
        1706 | Assimilated Ergonomic Fresh Shirt             | olive      |  800 |          960.72 |     479
        1707 | Ergonomic Intelligent Plastic Sausages        | lime       |  451 |           43.09 |     177
        1708 | Reverse-engineered Sleek Soft Pants           | lime       |  515 |          164.53 |     456
        1709 | Synergistic Tasty Rubber Bacon                | salmon     |  925 |            96.5 |     776
        1710 | Extended Ergonomic Fresh Ball                 | indigo     |  761 |           20.61 |     341
        1711 | Cloned Unbranded Rubber Bacon                 | blue       |  175 |          999.15 |     981
        1712 | Reactive Refined Rubber Tuna                  | teal       |  891 |          335.74 |     928
        1713 | Synergized Ergonomic Metal Gloves             | turquoise  |  855 |           812.7 |     898
        1714 | Digitized Sleek Plastic Gloves                | plum       |  729 |          482.91 |     765
        1715 | Total Rustic Wooden Ball                      | gold       |  636 |          646.98 |     639
        1716 | Object-based Intelligent Cotton Shoes         | fuchsia    |  716 |          412.58 |     198
        1717 | Versatile Incredible Cotton Table             | orchid     |   83 |          708.54 |     447
        1718 | Virtual Intelligent Steel Car                 | orchid     |  752 |          412.55 |     890
        1719 | Monitored Refined Concrete Shirt              | gold       |  553 |          253.19 |     293
        1720 | Visionary Unbranded Plastic Hat               | purple     |  362 |          619.58 |     527
        1721 | Horizontal Small Soft Keyboard                | mint green |   75 |             729 |     465
        1722 | Reduced Fantastic Fresh Tuna                  | mint green |  238 |           52.17 |      50
        1723 | Persistent Handmade Cotton Shoes              | lime       |  983 |           980.6 |     930
        1724 | De-engineered Incredible Rubber Chair         | blue       |  396 |          492.43 |     897
        1725 | Exclusive Small Soft Computer                 | turquoise  |  531 |          689.55 |     756
        1726 | Function-based Handcrafted Rubber Chair       | gold       |    7 |          953.89 |     571
        1727 | Profit-focused Licensed Granite Table         | plum       |  943 |             502 |     115
        1728 | Object-based Handcrafted Metal Computer       | sky blue   |  235 |          820.83 |     672
        1729 | Switchable Generic Soft Cheese                | indigo     |  638 |           93.06 |     232
        1730 | Organic Fantastic Soft Pizza                  | silver     |  512 |          910.92 |     648
        1731 | Synergized Tasty Concrete Bike                | lavender   |  548 |          836.71 |     237
        1732 | User-friendly Unbranded Metal Towels          | azure      |   64 |          597.65 |     478
        1733 | Integrated Small Metal Bacon                  | teal       |  917 |          460.61 |     385
        1734 | Operative Rustic Rubber Cheese                | purple     |   57 |          591.17 |     691
        1735 | Customizable Handmade Fresh Ball              | blue       |  707 |          131.26 |     691
        1736 | Operative Licensed Plastic Soap               | magenta    |  213 |          230.89 |     336
        1737 | Streamlined Handcrafted Steel Salad           | yellow     |  648 |          530.38 |     860
        1738 | Public-key Intelligent Fresh Table            | sky blue   |   14 |           65.02 |     608
        1739 | Right-sized Unbranded Concrete Soap           | blue       |  677 |             160 |     244
        1740 | Decentralized Awesome Fresh Hat               | ivory      |  891 |          743.14 |     830
        1741 | Synergized Sleek Frozen Hat                   | silver     |  541 |          457.67 |     669
        1742 | Seamless Incredible Concrete Ball             | cyan       |  413 |          271.01 |     569
        1743 | Distributed Tasty Rubber Soap                 | yellow     |  990 |           16.65 |     949
        1744 | Reverse-engineered Unbranded Metal Cheese     | silver     |  615 |          112.61 |      66
        1745 | Synergistic Fantastic Rubber Mouse            | maroon     |  968 |          521.19 |     761
        1746 | Ergonomic Generic Concrete Shoes              | gold       |  721 |          410.25 |     219
        1747 | Grass-roots Licensed Metal Car                | violet     |  108 |          998.91 |     310
        1748 | Optional Gorgeous Concrete Fish               | gold       |  273 |          999.51 |     146
        1749 | Visionary Refined Soft Soap                   | orchid     |   12 |          780.71 |     896
        1750 | Customizable Practical Plastic Car            | plum       |  315 |          742.25 |     731
        1751 | Distributed Small Rubber Shoes                | tan        |  702 |          186.72 |     394
        1752 | Sharable Small Frozen Tuna                    | red        |  126 |          816.51 |     532
        1753 | Devolved Incredible Wooden Table              | cyan       |  169 |          254.29 |     809
        1754 | Enterprise-wide Handmade Granite Tuna         | violet     |  825 |          254.29 |     591
        1755 | Balanced Tasty Soft Pants                     | indigo     |   20 |          869.98 |     534
        1756 | Grass-roots Small Soft Car                    | lavender   |  358 |          456.26 |     164
        1757 | Fundamental Handcrafted Wooden Mouse          | ivory      |  247 |          667.35 |     581
        1758 | Up-sized Gorgeous Plastic Cheese              | fuchsia    |  220 |          170.81 |     557
        1759 | Implemented Fantastic Granite Tuna            | cyan       |  353 |          202.57 |     870
